ID,GC_Content,GC3_Content,Bad_Seq
lcl|NC_000913.3_cds_NP_416563.1_2043,52,68,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416564.4_2044,53,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416565.1_2045,55,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416566.1_2046,54,66,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416567.4_2047,53,65,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416568.1_2048,53,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416569.1_2049,60,66,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416570.2_2050,49,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416571.1_2051,52,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416572.1_2052,56,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416573.4_2053,56,59,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416574.1_2054,51,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416575.1_2055,41,43,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416576.1_2056,52,55,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416577.1_2057,51,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_002791247.1_2058,40,70,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_002791248.1_2059,44,74,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416578.2_2060,55,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416579.1_2061,57,69,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416580.1_2062,56,68,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416581.1_2063,56,69,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416582.1_2064,54,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416583.1_2065,54,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416584.4_2066,48,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416585.1_2067,54,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416586.1_2068,51,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416589.2_2069,36,25,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416590.1_2070,50,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_b4498_2071,46,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416592.2_2072,50,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416593.1_2073,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416594.1_2074,49,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416596.1_2075,42,40,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416597.1_2076,43,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416598.1_2077,49,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416599.2_2078,53,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416600.4_2079,51,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416601.1_2080,50,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416602.1_2081,56,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416603.1_2082,57,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416604.1_2083,51,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416605.2_2084,48,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416606.1_2085,55,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416607.1_2086,54,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416608.1_2087,48,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416609.1_2088,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416610.4_2089,50,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416611.1_2090,39,35,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416612.1_2091,46,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416613.1_2092,39,39,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416614.1_2093,41,33,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416615.1_2094,44,37,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416616.4_2095,54,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416617.1_2096,53,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518799.1_2097,46,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416621.1_2098,51,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_588459.1_2099,39,28,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416623.2_2100,54,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416624.1_2101,56,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416625.1_2102,54,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518800.1_2103,55,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416627.2_2104,42,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416628.1_2105,49,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416629.4_2106,49,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416630.1_2107,51,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416631.1_2108,53,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_588460.1_2109,49,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416632.1_2110,58,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416633.1_2111,55,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416634.1_2112,57,65,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416635.1_2113,54,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416636.1_2114,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416637.1_2115,52,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416638.4_2116,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416639.2_2117,54,65,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416640.2_2118,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416641.1_2119,55,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_002791249.1_2120,35,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416645.1_2121,54,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416646.1_2122,49,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416647.1_2123,53,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416648.1_2124,55,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416649.1_2125,48,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416650.1_2126,43,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416651.1_2127,51,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416652.4_2128,51,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416653.1_2129,50,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416654.1_2130,45,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416655.1_2131,51,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416656.1_2132,52,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416657.1_2133,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416658.1_2134,51,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416659.1_2135,54,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416660.1_2136,53,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416661.1_2137,53,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416662.1_2138,54,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416663.1_2139,53,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416664.1_2140,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416665.1_2141,52,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416666.1_2142,50,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416667.1_2143,52,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416668.3_2144,45,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416669.1_2145,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416670.1_2146,50,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416671.1_2147,47,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416672.1_2148,56,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416673.1_2149,53,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416674.1_2150,56,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416675.1_2151,53,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_588461.1_2152,56,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416676.4_2153,50,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416677.1_2154,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416678.1_2155,55,59,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416679.4_2156,44,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416680.1_2157,47,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416681.1_2158,51,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416682.4_2159,51,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416683.1_2160,51,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416684.1_2161,53,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416685.1_2162,51,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416686.1_2163,49,48,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416687.1_2164,53,63,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416688.1_2165,53,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416689.1_2166,53,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416690.1_2167,51,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416691.1_2168,52,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416692.1_2169,50,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416693.1_2170,52,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_b2190_2171,48,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416535.2_2172,55,71,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416697.1_2173,52,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416698.1_2174,54,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416699.1_2175,54,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416700.1_2176,57,67,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416701.1_2177,54,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416702.1_2178,57,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416703.1_2179,55,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416704.1_2180,56,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416705.2_2181,56,59,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416706.1_2182,52,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416707.4_2183,56,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416708.1_2184,56,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416709.1_2185,59,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416710.1_2186,56,66,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416711.1_2187,55,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416712.1_2188,55,58,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_YP_009518801.1_2189,40,33,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416713.1_2190,49,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416714.1_2191,54,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416715.1_2192,53,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416716.1_2193,53,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416717.1_2194,57,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416718.1_2195,53,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416719.1_2196,51,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416720.1_2197,49,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416721.1_2198,48,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416722.2_2199,51,59,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416723.1_2200,49,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416724.1_2201,49,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416725.1_2202,54,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416726.1_2203,54,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416727.1_2204,53,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416728.1_2205,53,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416729.1_2206,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416730.1_2207,55,58,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416732.4_2208,51,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416733.4_2209,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416734.1_2210,54,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416735.1_2211,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416736.1_2212,51,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518802.1_2213,42,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416737.1_2214,54,66,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_010051189.1_2215,44,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416738.1_2216,51,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416739.1_2217,56,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416740.1_2218,49,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416742.1_2219,46,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416743.1_2220,53,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416744.1_2221,57,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416745.1_2222,56,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416746.1_2223,54,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416747.1_2224,48,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416748.1_2225,54,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416749.4_2226,53,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416750.2_2227,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416751.1_2228,51,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416752.1_2229,54,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416753.4_2230,53,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416754.1_2231,48,47,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416755.1_2232,43,40,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416756.6_2233,51,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416757.1_2234,50,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416758.1_2235,51,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416759.1_2236,53,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416760.1_2237,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_588462.1_2238,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416761.4_2239,49,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416762.2_2240,47,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416763.1_2241,56,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416764.1_2242,59,65,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416765.1_2243,56,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416766.1_2244,56,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416767.1_2245,58,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416768.4_2246,53,54,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416769.1_2247,52,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416770.1_2248,48,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416771.4_2249,51,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416772.1_2250,35,31,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416773.1_2251,47,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416774.2_2252,45,43,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416775.1_2253,46,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416776.1_2254,39,36,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416777.2_2255,40,30,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416778.2_2256,43,37,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416779.2_2257,57,70,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416780.1_2258,55,70,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416781.1_2259,57,72,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416782.1_2260,55,65,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416783.1_2261,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416784.1_2262,54,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416785.1_2263,54,71,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416786.4_2264,56,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416787.1_2265,56,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416788.1_2266,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416789.2_2267,56,67,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416790.1_2268,52,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416791.3_2269,53,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416792.1_2270,50,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416793.1_2271,50,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416794.1_2272,49,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416795.1_2273,52,57,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416796.2_2274,57,55,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416797.2_2275,48,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416798.1_2276,51,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416799.1_2277,52,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416800.1_2278,56,60,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416801.2_2279,52,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416802.1_2280,53,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416803.3_2281,52,55,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416804.1_2282,52,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416805.1_2283,51,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416806.1_2284,45,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416807.1_2285,55,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416808.1_2286,46,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416809.1_2287,52,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416810.1_2288,50,58,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416811.1_2289,53,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416812.1_2290,49,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416813.1_2291,50,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416814.1_2292,53,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416815.1_2293,53,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416816.1_2294,49,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416817.2_2295,57,55,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416818.1_2296,56,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416819.1_2297,55,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416820.1_2298,49,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416821.1_2299,55,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416822.1_2300,55,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416823.1_2301,53,53,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416824.1_2302,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416825.1_2303,57,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416826.1_2304,57,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416827.4_2305,53,55,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416828.1_2306,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416829.1_2307,50,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416830.1_2308,53,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416831.1_2309,55,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416832.1_2310,57,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416833.4_2311,53,59,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416834.1_2312,53,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416835.2_2313,45,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416836.1_2314,49,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416837.1_2315,47,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416838.1_2316,49,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416839.1_2317,51,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416841.1_2318,46,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416842.1_2319,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416843.1_2320,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416844.1_2321,56,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416845.2_2322,52,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416846.2_2323,50,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416847.1_2324,36,31,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416848.1_2325,52,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416849.1_2326,49,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416850.1_2327,48,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416851.1_2328,46,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416852.1_2329,40,33,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416853.1_2330,28,24,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_010051190.1_2331,37,29,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416855.1_2332,46,39,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518803.1_2333,53,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416858.1_2334,54,50,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_YP_009518804.1_2335,56,70,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416860.4_2336,50,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416861.1_2337,46,43,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416862.2_2338,46,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416863.1_2339,47,41,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416864.1_2340,43,40,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518805.1_2341,43,43,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_588463.1_2342,44,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416865.1_2343,48,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416866.1_2344,49,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416867.1_2345,51,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416868.1_2346,42,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416869.1_2347,42,37,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_YP_010051191.1_2348,33,30,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416870.1_2349,40,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416871.1_2350,41,37,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416872.4_2351,45,40,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416873.1_2352,45,40,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416874.1_2353,47,39,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416875.1_2354,47,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416876.1_2355,46,41,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416877.1_2356,40,39,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416878.1_2357,48,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416879.4_2358,51,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_002791250.1_2359,39,54,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416880.1_2360,55,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416881.1_2361,51,62,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416882.1_2362,47,59,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_416883.1_2363,54,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416884.1_2364,55,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_416885.1_2365,58,64,"Good_start,Good_stop"
